project_type,land_area,affected_families,documentation_completion,compensation_completion,legal_disputes,approval_delay_days,rr_completion,possession_completion,stakeholder_response_days,historical_delay_rate,delayed,actual_delay_days
Irrigation,249.7,62,77.1,72.0,1,25,47.5,40.5,9,24.5,1,15
Railway,88.7,15,46.7,19.5,1,13,76.9,52.6,5,14.0,0,0
Railway,145.6,53,89.7,95.9,2,40,81.4,51.6,2,23.1,0,0
Highway,233.5,222,80.4,80.3,3,37,53.3,63.4,4,38.4,1,19
Highway,319.8,181,98.1,82.2,3,46,56.0,54.7,7,38.3,1,81
Highway,178.5,65,54.1,34.9,2,8,35.3,50.1,2,28.2,0,0
Urban Infrastructure,44.8,86,90.1,77.6,0,16,26.9,0.0,10,22.3,0,0
Highway,187.3,110,87.0,80.8,2,11,58.2,36.1,7,45.1,0,0
Industrial Corridor,783.6,574,69.1,64.6,2,10,78.8,99.8,6,27.4,0,0
Highway,359.6,527,66.0,42.2,0,11,51.5,43.5,1,33.0,0,0
Highway,313.4,250,54.6,43.2,2,29,91.6,86.9,7,12.7,0,0
Railway,143.8,143,50.5,54.7,0,10,58.9,61.2,8,25.4,0,0
Railway,194.1,82,60.0,65.0,0,9,59.0,34.5,3,37.9,1,15
Industrial Corridor,41.1,31,51.9,22.7,1,10,57.2,33.0,5,10.9,0,0
Urban Infrastructure,135.7,242,97.5,99.6,6,5,82.6,69.6,8,25.6,0,0
Urban Infrastructure,347.2,320,48.0,36.2,1,11,43.8,44.4,4,30.5,1,91
Highway,315.0,266,74.4,47.5,1,37,60.4,60.9,5,41.7,1,171
Industrial Corridor,165.3,103,79.0,63.4,3,63,52.1,42.4,4,36.7,1,15
Highway,249.5,74,77.7,80.3,2,13,51.8,49.7,10,44.6,1,83
Urban Infrastructure,281.5,387,79.1,85.3,0,39,63.7,54.8,13,35.2,0,0
Railway,172.5,120,87.1,52.9,1,52,60.7,43.3,8,35.8,1,15
Railway,374.0,174,64.9,71.5,1,36,84.0,98.0,6,15.5,0,0
Highway,311.0,85,73.4,73.1,1,3,62.8,65.2,11,15.2,0,0
Highway,199.7,174,67.3,54.1,2,13,74.1,65.6,2,44.5,1,90
Highway,94.3,31,92.8,87.9,2,44,66.5,34.0,7,21.0,1,77
Urban Infrastructure,188.6,261,100.0,84.0,3,30,91.1,69.4,13,20.0,0,0
Industrial Corridor,178.9,86,52.9,65.4,1,34,57.0,48.1,4,2.0,1,33
Urban Infrastructure,165.0,127,39.5,34.4,3,18,57.0,42.0,9,37.7,1,69
Highway,63.4,58,81.1,63.6,1,23,77.9,70.4,11,13.7,0,0
Irrigation,652.9,555,89.1,71.6,4,14,56.7,31.5,7,17.0,0,0
Highway,632.4,768,100.0,100.0,2,38,73.0,57.5,4,38.0,0,0
Irrigation,242.9,124,83.8,90.1,3,15,100.0,71.8,5,2.0,0,0
Railway,318.7,234,94.3,83.3,2,20,43.4,54.7,10,40.9,0,0
Highway,369.6,380,98.6,100.0,2,11,93.6,96.7,10,16.9,0,0
Irrigation,245.8,414,95.4,69.4,1,9,53.2,40.1,7,24.4,0,0
Highway,334.7,390,86.1,75.9,2,41,89.8,73.4,2,17.5,0,0
Railway,405.9,524,51.5,53.3,3,38,76.7,31.7,3,11.4,1,39
Irrigation,302.9,181,71.9,78.7,2,10,75.0,93.1,6,17.7,0,0
Highway,454.6,419,76.8,77.7,1,23,60.0,51.5,4,16.9,0,0
Urban Infrastructure,160.5,248,70.4,84.3,2,38,58.0,50.2,3,12.5,0,0
Railway,266.5,190,71.4,56.5,2,70,48.6,36.0,3,43.0,1,123
Industrial Corridor,1265.9,1172,97.1,100.0,8,25,63.1,28.1,22,15.3,1,78
Irrigation,526.0,121,59.9,46.3,2,37,59.3,37.2,8,5.2,1,189
Industrial Corridor,307.8,334,84.8,69.3,3,36,66.8,81.9,10,3.3,0,0
Industrial Corridor,125.5,105,77.1,55.6,1,33,34.8,2.8,6,30.8,1,20
Urban Infrastructure,276.4,289,58.3,46.8,0,4,63.5,31.9,12,6.9,1,25
Irrigation,503.1,305,54.8,31.0,0,23,88.3,75.4,9,24.0,1,26
Highway,436.6,83,44.8,17.4,5,15,81.9,97.2,8,47.7,1,100
Highway,49.0,55,79.8,68.2,1,9,63.5,56.8,8,28.0,0,0
Irrigation,65.9,30,71.0,58.5,2,8,100.0,84.0,4,29.6,0,0
Highway,68.9,17,58.8,58.6,1,11,51.5,27.6,4,20.2,0,0
Highway,373.6,301,42.0,47.8,0,44,61.3,78.9,8,25.9,0,0
Highway,69.9,126,78.9,53.0,2,7,34.0,36.5,11,23.6,1,41
Irrigation,120.8,50,69.2,52.7,1,33,54.9,29.4,14,29.4,1,69
Highway,239.3,113,60.6,43.0,1,50,98.8,67.3,10,44.2,0,0
Irrigation,558.6,642,56.6,56.9,3,11,55.7,40.2,15,21.3,0,0
Industrial Corridor,385.8,248,68.2,37.5,0,48,32.4,6.2,13,17.3,1,269
Industrial Corridor,218.4,243,79.5,74.7,3,39,80.4,64.6,6,25.2,0,0
Highway,463.2,288,66.7,69.9,2,14,70.8,47.4,17,36.6,1,68
Irrigation,930.6,521,53.0,53.0,4,21,79.6,68.4,7,22.3,1,21
Irrigation,278.2,120,71.1,41.1,2,10,57.1,40.9,7,28.9,0,0
Railway,89.3,79,88.7,96.3,1,17,42.9,52.2,10,31.6,0,0
Irrigation,124.5,53,72.6,75.1,1,94,59.3,39.5,14,49.7,1,79
Highway,123.5,67,73.1,24.5,1,20,74.1,83.9,4,36.1,0,0
Urban Infrastructure,148.2,203,66.8,45.6,4,12,61.6,41.8,7,16.4,0,0
Highway,206.9,465,57.8,60.1,2,4,70.8,68.4,6,2.0,0,0
Industrial Corridor,326.4,310,57.2,64.3,1,25,52.3,37.8,4,27.7,0,0
Irrigation,77.0,108,45.4,60.8,0,8,71.5,76.8,4,18.2,0,0
Highway,91.2,53,90.9,81.5,1,6,62.9,61.5,4,20.7,0,0
Industrial Corridor,403.4,254,79.4,61.2,4,24,48.9,34.4,9,15.0,0,0
Highway,179.5,149,73.3,44.0,2,10,65.8,45.5,6,20.4,1,69
Industrial Corridor,134.9,63,76.7,95.2,1,34,55.3,29.9,5,20.2,1,59
Irrigation,225.1,125,77.4,88.0,0,4,75.3,83.6,9,24.7,0,0
Highway,622.4,680,60.2,53.9,2,28,80.5,94.0,9,18.6,0,0
Highway,441.4,329,66.8,19.8,0,56,73.0,78.6,13,18.1,1,35
Industrial Corridor,421.2,283,64.4,44.0,1,26,30.3,37.3,2,31.8,1,141
Highway,764.6,499,100.0,86.8,2,35,43.7,11.2,12,26.0,1,15
Urban Infrastructure,337.3,123,88.3,97.4,1,11,50.3,21.2,3,26.0,0,0
Industrial Corridor,809.5,656,74.7,96.4,2,36,47.1,53.0,8,25.5,0,0
Irrigation,851.0,397,93.9,85.4,2,26,52.1,17.4,3,16.2,1,21
Highway,79.4,18,91.8,85.2,2,21,81.5,53.3,10,41.8,0,0
Industrial Corridor,59.7,20,49.9,45.6,0,44,77.0,92.4,5,48.4,0,0
Urban Infrastructure,116.6,77,68.4,65.7,1,30,54.5,61.0,9,39.6,1,21
Highway,582.7,607,71.7,74.2,4,9,74.8,90.7,4,6.6,0,0
Railway,228.6,275,81.8,87.5,0,14,69.6,61.9,2,18.7,1,55
Highway,207.7,57,68.4,40.9,1,51,62.3,53.0,4,33.8,1,111
Railway,471.6,463,70.4,74.8,1,8,86.0,76.8,9,17.7,0,0
Industrial Corridor,172.4,322,64.6,60.5,1,8,49.8,71.2,6,18.3,0,0
Railway,307.5,380,88.8,81.3,1,34,64.1,76.5,11,10.9,0,0
Irrigation,403.3,319,48.9,31.0,2,14,42.0,29.1,6,22.0,1,130
Highway,125.9,105,65.2,69.1,1,57,42.9,24.6,8,17.0,1,96
Highway,102.3,80,42.5,20.8,2,30,35.8,57.1,2,2.0,0,0
Highway,277.1,147,55.5,55.6,1,15,43.3,53.5,9,38.7,1,149
Urban Infrastructure,303.0,385,77.1,71.4,3,26,64.7,40.4,12,30.6,0,0
Irrigation,447.5,173,77.4,46.4,2,11,57.0,66.4,2,11.3,0,0
Railway,114.0,93,67.0,72.6,0,63,57.6,48.8,3,35.5,0,0
Industrial Corridor,152.0,34,90.0,71.9,1,22,57.0,67.8,18,27.4,1,55
Highway,845.6,1130,93.7,71.6,3,16,98.5,77.0,8,38.8,1,19
Highway,518.2,413,70.9,58.6,3,12,40.3,61.6,6,34.1,1,95
Highway,244.8,64,76.0,69.6,2,9,38.1,33.7,5,17.5,0,0
Urban Infrastructure,573.5,914,64.8,27.0,2,10,46.1,23.0,1,33.4,1,166
Industrial Corridor,114.4,79,82.0,74.2,1,11,61.6,43.4,10,33.8,0,0
Irrigation,224.2,69,52.9,42.0,2,5,73.3,71.3,6,37.6,0,0
Highway,301.2,592,100.0,96.7,5,15,75.4,76.9,7,37.0,1,30
Highway,205.3,128,90.2,80.1,1,17,81.9,76.4,12,48.9,0,0
Irrigation,210.9,92,52.8,31.3,3,26,60.8,71.1,6,36.5,1,49
Railway,432.5,364,59.4,55.3,2,10,55.1,47.6,13,17.4,0,0
Urban Infrastructure,523.0,174,78.7,100.0,2,10,95.7,87.9,2,28.0,0,0
Industrial Corridor,188.9,100,66.6,51.4,0,18,7.3,4.6,9,14.5,1,89
Railway,83.6,124,80.7,87.8,1,16,64.3,40.3,5,39.3,0,0
Industrial Corridor,67.9,138,66.2,47.8,0,25,71.6,78.7,9,16.6,1,15
Urban Infrastructure,36.6,23,96.4,88.4,0,4,100.0,100.0,6,50.5,0,0
Railway,756.4,717,72.1,50.9,10,26,29.8,28.7,13,22.8,1,195
Irrigation,433.7,662,100.0,100.0,3,18,54.6,43.7,10,25.5,0,0
Urban Infrastructure,371.2,230,81.6,81.1,0,2,35.8,28.4,5,20.9,0,0
Highway,170.1,72,50.4,47.2,0,15,27.0,20.3,5,18.1,1,168
Urban Infrastructure,169.3,178,100.0,100.0,0,32,58.9,66.8,8,20.2,0,0
Highway,534.3,159,89.6,66.0,1,20,79.7,85.4,6,28.5,0,0
Irrigation,59.9,23,78.1,92.9,2,16,87.1,85.4,8,26.2,0,0
Industrial Corridor,195.3,50,82.3,58.9,0,11,52.4,51.9,9,21.3,0,0
Irrigation,585.7,858,53.0,39.1,3,4,76.3,50.8,12,29.4,1,39
Railway,195.0,148,43.1,37.9,0,19,59.0,46.0,6,20.0,0,0
Irrigation,418.8,450,71.3,58.5,1,38,74.1,73.1,4,25.9,0,0
Highway,252.1,103,94.1,81.7,1,51,86.1,60.7,14,45.4,0,0
Highway,13.1,12,78.3,75.9,1,8,59.1,43.4,12,19.7,0,0
Highway,244.3,231,99.3,87.1,4,20,84.5,95.9,9,22.7,0,0
Irrigation,281.1,550,93.1,74.9,0,21,38.7,78.3,10,13.3,0,0
Railway,230.4,236,72.3,77.5,1,13,76.1,87.0,7,22.3,0,0
Highway,97.9,117,90.9,78.1,2,38,83.7,65.8,10,30.1,1,15
Urban Infrastructure,232.3,185,96.4,100.0,1,22,81.6,59.2,15,20.2,0,0
Railway,39.4,5,70.7,89.7,0,6,39.3,55.2,3,13.5,0,0
Railway,193.4,170,68.6,52.7,0,16,58.9,40.0,4,30.0,1,20
Railway,441.7,290,74.2,72.0,1,34,69.0,50.7,10,31.1,1,37
Highway,729.6,465,33.4,37.3,5,7,71.9,42.0,1,32.8,1,226
Industrial Corridor,652.4,356,76.5,69.2,1,18,65.3,42.0,15,12.4,0,0
Railway,111.8,71,83.5,81.0,1,19,91.6,62.3,17,41.1,0,0
Highway,71.0,34,74.3,80.1,3,22,37.1,20.8,4,20.6,0,0
Urban Infrastructure,301.3,342,77.5,92.4,4,31,58.2,42.4,4,14.9,0,0
Industrial Corridor,268.0,99,71.3,90.9,0,12,29.2,25.3,1,37.3,1,30
Industrial Corridor,397.9,722,40.0,21.7,3,57,75.4,54.1,4,40.7,0,0
Urban Infrastructure,158.8,171,98.6,96.5,2,24,74.1,85.1,7,22.5,0,0
Urban Infrastructure,274.0,359,66.1,44.5,4,69,100.0,93.1,2,16.8,0,0
Railway,263.4,102,62.1,60.2,0,13,83.5,66.4,12,30.9,0,0
Irrigation,198.7,104,93.7,80.7,0,27,69.6,39.5,12,11.3,1,15
Irrigation,55.6,43,87.7,81.5,0,1,68.1,66.3,8,54.1,0,0
Highway,437.3,321,76.4,67.8,0,60,56.7,33.2,5,14.6,0,0
Highway,302.8,327,84.3,75.0,3,25,65.6,59.6,4,29.9,1,55
Highway,458.2,337,53.5,51.7,1,13,68.5,44.7,10,24.2,1,136
Irrigation,534.0,998,70.7,79.9,3,5,23.7,26.7,14,15.9,1,15
Industrial Corridor,246.6,97,92.7,74.0,2,25,66.9,47.0,5,15.7,0,0
Industrial Corridor,439.2,149,61.2,30.9,0,12,65.0,57.4,14,38.4,0,0
Highway,740.7,374,56.0,24.8,2,37,98.1,100.0,9,30.0,1,27
Highway,897.9,573,73.3,73.0,2,56,60.4,53.7,14,18.3,0,0
Railway,329.6,453,73.6,75.9,1,22,47.7,18.9,6,19.8,1,22
Irrigation,348.0,317,82.4,82.2,2,33,68.4,74.7,3,17.0,0,0
Urban Infrastructure,325.6,34,49.9,44.4,1,15,64.5,77.8,14,35.7,1,46
Urban Infrastructure,388.2,44,31.2,23.9,1,2,60.4,45.4,4,36.1,1,43
Urban Infrastructure,518.7,350,86.7,92.7,2,26,37.4,53.6,12,31.8,0,0
Urban Infrastructure,320.8,179,54.7,67.4,1,31,59.9,27.4,1,28.8,1,143
Urban Infrastructure,864.7,594,62.2,53.5,2,15,51.4,19.3,7,32.9,1,59
Railway,786.7,502,37.1,78.5,2,4,58.7,34.1,9,7.9,0,0
Highway,280.6,481,88.4,81.8,1,12,77.6,68.8,8,29.0,0,0
Highway,279.3,351,77.6,82.8,2,25,49.5,15.5,8,37.8,1,75
Railway,187.1,98,77.0,58.1,1,15,58.6,29.4,6,28.5,0,0
Highway,402.8,293,76.9,54.2,1,16,73.8,72.8,6,26.6,0,0
Highway,212.5,129,39.0,16.0,2,50,57.6,27.0,8,19.0,1,190
Urban Infrastructure,180.3,28,56.2,53.1,1,24,100.0,100.0,14,19.7,0,0
Highway,396.8,214,64.8,72.7,1,66,68.0,62.0,4,20.2,1,43
Urban Infrastructure,106.3,58,60.0,63.4,2,5,38.2,56.1,10,28.5,1,62
Industrial Corridor,524.7,246,67.7,55.7,2,4,46.2,35.0,3,20.7,0,0
Irrigation,407.9,215,75.9,90.9,1,30,44.2,39.6,9,5.9,0,0
Irrigation,760.2,466,88.1,60.6,0,40,46.5,44.3,5,34.8,1,24
Railway,333.8,319,48.3,44.9,0,29,73.7,67.2,4,31.7,1,110
Irrigation,451.8,223,71.9,56.9,3,77,40.9,40.6,8,29.9,1,52
Highway,492.4,735,83.4,100.0,2,52,56.4,46.8,15,15.7,0,0
Urban Infrastructure,618.7,241,57.2,62.2,1,43,85.9,57.6,4,20.6,1,15
Highway,307.9,415,68.9,87.6,1,10,52.6,59.5,3,31.7,0,0
Highway,186.0,161,79.5,57.2,1,9,76.4,54.5,7,26.3,0,0
Industrial Corridor,339.3,108,72.2,66.4,0,44,29.3,17.1,4,18.3,1,70
Irrigation,524.3,317,82.8,66.8,1,16,55.6,41.0,7,40.3,1,26
Railway,571.2,1001,73.5,64.6,3,36,45.3,36.8,5,16.7,1,54
Irrigation,56.2,22,67.0,52.4,0,16,69.0,70.8,3,2.0,0,0
Highway,1393.3,2480,53.2,49.9,10,3,42.3,26.6,4,27.0,1,145
Irrigation,181.0,176,76.0,70.8,0,46,100.0,83.2,13,27.4,1,30
Highway,457.1,400,73.6,66.9,1,30,30.2,33.2,6,26.6,1,134
Highway,664.9,624,56.1,42.4,1,12,85.7,96.8,7,30.4,1,90
Highway,261.8,156,81.3,67.3,3,2,80.6,70.3,4,19.9,0,0
Railway,586.2,238,92.3,44.9,3,64,69.2,48.9,8,37.3,0,0
Railway,55.6,42,61.4,29.9,1,36,64.1,40.0,11,11.0,0,0
Railway,600.5,537,60.4,77.3,3,32,100.0,73.0,8,25.8,0,0
Highway,552.5,551,59.8,53.8,0,37,100.0,85.4,6,19.1,1,43
Highway,369.8,360,45.1,42.8,2,6,58.9,53.8,12,37.1,0,0
Irrigation,525.4,589,100.0,74.1,3,52,66.2,57.2,7,17.3,0,0
Highway,800.6,1735,64.8,61.2,6,10,52.0,61.6,13,26.8,1,90
Irrigation,678.7,577,58.3,43.8,2,12,39.6,40.8,10,26.9,1,238
Urban Infrastructure,273.4,396,54.0,78.7,3,11,72.3,64.1,6,28.2,1,143
Railway,337.0,343,65.8,79.0,1,18,68.0,63.0,2,18.0,0,0
Urban Infrastructure,239.7,551,60.9,23.6,2,34,30.8,20.4,10,30.0,1,119
Highway,216.8,169,95.0,86.3,1,6,72.1,83.7,14,26.3,0,0
Highway,490.4,357,52.0,58.0,0,4,68.7,77.0,3,29.8,1,19
Industrial Corridor,237.7,332,47.4,36.0,2,39,51.0,30.4,7,43.3,1,132
Industrial Corridor,489.7,684,80.8,87.5,2,14,49.7,53.2,10,27.3,0,0
Industrial Corridor,261.6,164,70.3,66.3,0,11,71.5,72.6,6,15.1,0,0
Highway,290.8,290,68.4,80.7,4,57,95.2,84.8,7,47.6,0,0
Industrial Corridor,143.1,161,81.0,84.0,2,36,71.0,76.0,17,36.8,0,0
Railway,481.1,525,74.2,72.0,0,10,78.6,53.0,8,33.2,0,0
Highway,52.1,49,71.3,47.6,2,1,46.4,56.3,4,24.0,1,15
Highway,615.5,130,49.5,35.0,1,22,54.7,45.7,7,34.1,1,172
Urban Infrastructure,1083.4,1193,45.3,28.4,5,10,75.2,77.4,7,3.4,1,164
Highway,298.2,337,60.8,53.2,3,35,35.8,24.5,4,43.0,1,81
Industrial Corridor,288.6,277,54.7,35.2,2,37,67.1,65.6,20,35.9,1,70
Irrigation,72.2,42,76.3,80.5,0,17,72.9,64.3,1,24.1,0,0
Industrial Corridor,190.3,315,43.2,45.5,1,12,62.2,34.9,2,35.6,1,76
Industrial Corridor,529.2,212,64.8,51.1,2,18,69.4,70.7,3,32.8,0,0
Urban Infrastructure,580.1,819,69.2,65.1,3,16,64.2,65.6,2,14.9,1,61
Highway,326.2,130,71.4,63.6,0,27,50.6,46.3,2,28.0,0,0
Highway,508.4,668,78.4,72.7,1,19,39.4,8.3,17,30.1,1,56
Irrigation,145.5,60,66.8,41.3,0,28,61.2,53.5,10,24.5,0,0
Railway,381.5,485,61.3,35.0,1,17,89.1,61.6,12,23.6,0,0
Highway,721.0,1343,91.9,92.7,2,10,83.5,77.2,5,35.9,0,0
Highway,434.0,810,66.9,83.5,4,22,56.1,29.3,14,27.9,0,0
Railway,792.6,1298,94.7,96.7,3,12,55.7,40.6,10,46.7,0,0
Highway,808.4,627,66.8,71.4,4,48,54.2,36.9,5,18.8,1,169
Highway,398.8,208,71.7,52.1,1,26,54.2,66.7,9,30.5,0,0
Urban Infrastructure,8.0,5,69.8,48.9,1,11,68.8,83.6,3,15.9,0,0
Highway,572.1,402,75.7,82.1,4,27,84.1,59.0,8,33.5,1,93
Urban Infrastructure,97.0,131,65.3,67.9,3,27,100.0,75.1,6,13.7,0,0
Urban Infrastructure,15.5,17,73.5,86.2,2,24,46.4,1.1,17,29.2,1,41
Highway,44.2,107,96.5,86.6,5,12,76.0,89.3,13,39.0,0,0
Industrial Corridor,599.1,333,88.8,81.4,2,36,73.8,57.5,3,26.6,0,0
Irrigation,401.0,776,88.9,69.9,1,36,56.4,62.8,4,15.1,1,87
Irrigation,332.6,245,50.5,35.5,3,10,42.5,44.6,21,36.4,1,63
Highway,427.9,170,53.1,36.6,0,7,68.5,67.0,5,30.0,0,0
Highway,47.5,44,75.5,89.1,0,13,100.0,85.3,2,25.1,0,0
Highway,238.9,257,84.3,85.1,3,30,68.4,69.4,11,15.4,0,0
Irrigation,166.9,259,63.7,42.4,4,13,47.3,37.8,15,8.3,1,49
Urban Infrastructure,314.2,174,60.8,60.3,1,27,59.9,38.4,6,50.8,0,0
Irrigation,322.4,297,94.3,100.0,3,36,40.2,14.3,9,19.7,0,0
Industrial Corridor,415.4,326,83.0,63.7,1,5,63.4,44.0,7,15.1,0,0
Urban Infrastructure,459.5,287,88.9,89.0,2,35,76.7,60.9,11,29.5,1,15
Irrigation,50.2,92,64.9,42.0,3,18,49.1,42.2,4,14.8,1,27
Highway,241.4,262,63.7,56.0,4,68,0.0,0.0,8,31.5,1,50
Urban Infrastructure,284.1,41,87.2,83.1,0,17,68.5,51.4,12,40.9,0,0
Railway,94.4,88,67.8,40.7,1,11,53.0,59.8,5,14.4,0,0
Highway,85.3,21,62.2,72.4,0,25,48.0,37.2,12,22.7,1,60
Railway,44.5,39,57.4,29.3,0,26,47.8,54.9,10,30.7,1,123
Urban Infrastructure,74.0,21,63.8,64.8,2,77,71.0,62.6,3,12.6,0,0
Highway,506.4,550,86.0,75.7,0,15,54.8,61.6,4,16.0,0,0
Railway,60.0,15,47.8,37.4,0,17,81.6,78.6,11,24.7,0,0
Highway,71.3,29,82.1,80.1,1,13,82.0,83.1,4,47.6,0,0
Highway,304.8,375,60.7,63.4,0,22,57.6,60.5,1,16.6,0,0
Highway,380.4,295,68.6,65.8,3,17,52.6,44.9,8,22.9,0,0
Industrial Corridor,277.6,84,69.7,75.9,0,17,65.6,93.0,7,53.3,0,0
Urban Infrastructure,112.6,198,68.5,33.0,0,54,60.1,78.1,11,34.7,1,139
Highway,87.1,52,67.4,66.1,0,12,27.9,6.8,14,7.4,1,61
Highway,298.6,198,64.9,40.7,0,26,100.0,88.8,7,23.4,0,0
Highway,255.1,179,62.9,40.5,2,52,77.3,79.2,9,32.4,1,44
Highway,207.8,237,93.1,80.0,1,15,53.7,30.1,2,41.9,1,15
Irrigation,491.3,310,72.4,66.3,1,17,24.7,25.3,6,41.3,1,153
Irrigation,242.6,175,70.0,59.3,2,18,59.4,59.1,24,32.2,1,51
Irrigation,79.8,117,61.7,45.7,0,7,51.2,54.0,10,33.9,0,0
Railway,208.8,285,65.5,56.1,4,16,61.8,24.2,15,11.7,1,15
Irrigation,410.9,285,61.7,75.6,2,7,19.7,7.2,5,18.4,1,65
Highway,231.4,164,84.2,100.0,0,66,53.6,41.7,5,11.7,0,0
Highway,405.8,41,59.9,30.8,2,14,54.8,38.8,5,37.3,1,85
Urban Infrastructure,462.7,401,36.1,65.0,1,36,59.2,78.0,12,30.1,1,66
Industrial Corridor,243.2,306,72.9,62.2,2,22,58.3,58.2,6,27.2,1,107
Urban Infrastructure,276.6,168,67.5,62.8,1,10,64.0,48.2,2,43.0,1,127
Urban Infrastructure,220.2,355,62.6,52.3,4,16,93.4,84.5,7,31.9,0,0
Irrigation,412.1,93,86.6,94.6,3,12,52.7,10.6,5,38.5,0,0
Urban Infrastructure,214.9,93,28.3,15.4,1,11,44.8,43.8,13,34.3,1,62
Railway,384.3,592,97.2,86.3,0,12,28.5,5.4,20,35.4,1,189
Highway,326.3,401,88.9,42.2,1,25,52.8,31.7,2,14.5,1,25
Highway,43.9,9,62.0,52.2,0,26,35.0,23.9,10,36.7,1,124
Highway,399.2,100,64.8,37.9,1,26,82.2,68.3,14,31.2,1,38
Highway,304.7,334,80.1,93.1,3,25,61.1,56.5,11,21.5,0,0
Railway,631.7,611,80.5,58.2,1,26,81.8,100.0,5,33.5,0,0
Industrial Corridor,98.7,65,61.9,50.7,1,12,92.3,78.1,6,40.1,0,0
Industrial Corridor,330.1,522,46.1,34.3,1,30,45.7,30.3,7,24.9,1,66
Irrigation,191.4,97,100.0,88.0,1,10,56.1,38.3,4,17.8,0,0
Highway,49.9,8,87.3,55.4,1,13,89.6,79.7,8,18.3,0,0
Industrial Corridor,34.2,39,74.5,62.9,2,4,66.8,43.2,15,10.7,0,0
Railway,716.7,922,74.8,77.8,1,9,73.4,77.4,10,24.1,0,0
Highway,330.9,173,81.9,82.5,3,26,83.7,52.7,2,32.5,0,0
Highway,237.0,83,83.9,64.5,0,28,80.9,86.7,7,45.1,0,0
Railway,66.3,10,38.6,24.3,3,42,71.2,63.8,19,17.1,1,71
Highway,689.0,528,66.4,79.8,3,9,90.9,71.7,4,30.0,0,0
Industrial Corridor,152.8,144,64.7,49.5,2,10,61.6,60.3,11,26.2,0,0
Industrial Corridor,342.1,458,69.4,76.6,2,8,73.4,53.2,3,25.9,0,0
Irrigation,296.1,288,84.3,70.2,2,27,59.5,55.6,10,9.2,0,0
Highway,905.0,499,43.4,46.7,2,8,83.4,72.6,6,14.9,1,40
Industrial Corridor,271.6,235,50.4,46.3,0,41,49.0,42.7,17,46.0,1,201
Irrigation,181.9,251,61.1,60.7,1,12,29.3,29.0,16,37.1,1,29
Highway,334.5,312,74.5,45.2,0,19,76.1,33.3,2,29.1,0,0
Irrigation,360.7,457,85.3,71.7,4,22,42.6,46.2,7,31.1,0,0
Railway,1316.3,479,98.1,72.4,1,41,40.6,65.9,5,34.2,0,0
Railway,268.2,299,67.4,18.9,1,55,88.3,91.4,11,21.1,1,38
Highway,95.6,93,85.3,76.6,3,24,82.3,71.3,25,21.5,0,0
Railway,207.9,130,83.4,54.4,1,31,56.1,52.8,6,19.2,1,217
Highway,333.9,465,80.7,82.5,2,9,2.1,0.0,15,27.9,1,54
Highway,378.4,814,71.6,46.0,2,51,73.7,50.0,6,13.3,0,0
Highway,60.0,16,65.6,68.9,2,32,76.3,72.1,8,18.7,0,0
Urban Infrastructure,188.6,40,55.0,47.3,0,89,73.3,89.5,6,31.6,1,80
Highway,871.0,562,53.9,38.4,2,19,72.4,82.6,11,22.1,0,0
Railway,128.1,94,77.6,59.9,1,10,59.4,50.9,17,6.7,0,0
Railway,499.1,383,71.1,80.9,5,15,54.8,69.3,12,21.8,1,26
Urban Infrastructure,213.5,109,65.4,69.5,0,40,40.9,37.4,6,32.0,0,0
Irrigation,280.1,68,82.6,66.0,0,51,49.1,18.8,3,27.3,0,0
Urban Infrastructure,68.3,46,68.8,65.9,2,66,69.4,55.3,4,7.4,1,28
Highway,230.0,170,57.4,69.0,1,11,69.8,60.1,15,37.4,1,207
Highway,331.0,209,67.7,60.7,0,6,78.8,85.4,8,23.3,0,0
Irrigation,270.7,202,85.1,78.8,2,18,34.9,23.2,8,29.7,0,0
Railway,241.2,212,55.6,45.1,0,9,29.8,24.7,12,37.5,1,126
Industrial Corridor,413.5,282,75.3,59.9,1,36,55.4,42.8,7,24.6,0,0
Urban Infrastructure,86.8,44,71.1,56.6,1,17,42.6,22.7,13,5.0,0,0
Railway,342.2,257,59.8,62.6,0,15,66.7,44.2,6,45.3,1,20
Urban Infrastructure,30.9,28,67.3,65.1,1,16,36.8,25.9,5,2.0,0,0
Irrigation,594.5,470,46.9,25.9,2,14,86.6,69.9,3,22.3,1,15
Highway,247.4,552,73.8,73.4,1,6,46.6,45.3,1,40.3,0,0
Railway,476.7,456,50.2,47.7,1,10,94.9,68.9,8,18.3,1,16
Highway,9.5,7,89.2,100.0,2,31,73.5,77.8,11,19.0,0,0
Industrial Corridor,431.7,199,70.5,62.9,2,8,41.9,36.0,11,23.6,1,95
Highway,148.3,70,62.9,50.1,1,31,100.0,72.5,15,24.0,0,0
Highway,281.5,178,90.6,100.0,0,21,68.3,66.5,7,16.5,0,0
Irrigation,436.5,281,55.5,62.5,1,40,66.3,77.4,15,19.0,0,0
Highway,262.5,165,60.0,71.9,2,20,61.7,58.9,8,37.8,0,0
Highway,401.4,394,42.7,23.7,1,10,72.3,42.4,3,20.2,1,159
Irrigation,215.9,295,93.0,100.0,0,10,73.5,98.6,10,31.5,0,0
Highway,625.7,714,100.0,93.1,3,4,45.7,35.2,3,16.0,0,0
Railway,246.9,263,45.2,27.1,1,11,58.7,59.2,7,41.2,1,53
Railway,250.7,107,58.9,48.3,1,16,65.3,58.8,13,36.3,1,39
